train_loss_hist,test_loss_hist,train_accuracy_hist,test_accuracy_hist
3.8123957316080728,3.6308164255959645,4.549963924963925,0.09
3.3822611967722573,3.3110313415527344,15.386002886002885,0.13
2.8467349211374917,2.847674642290388,28.309884559884562,0.2675
2.616105794906616,2.6915180001940047,41.10073953823954,0.3
2.1990270614624023,2.3463186536516463,46.816378066378064,0.395
2.0402556657791138,2.412046432495117,53.16107503607503,0.37
1.7792930205663045,2.0810162680489674,63.62509018759019,0.4325
1.577351490656535,2.037298389843532,69.49179292929291,0.4675
1.3542793989181519,2.0142177683966502,72.12301587301587,0.465
1.02713547150294,1.832693644932338,79.85660173160174,0.5025
1.0539135734240215,1.8829110179628645,78.82169913419914,0.49
0.9097570776939392,1.6121436527797155,82.58026695526695,0.56
0.8967283566792806,1.7072042567389352,84.9071067821068,0.51
0.5772061149279276,1.5981067419052124,90.20337301587301,0.545
0.6318768461545309,1.5730469056538172,89.9846681096681,0.5525
0.6046107808748881,1.5642869302204676,91.33973665223665,0.5575
0.5741266409556071,1.6205764838627406,91.76136363636363,0.5375
0.5421391924222311,1.5046836648668562,92.57530663780665,0.575
0.34015025695164997,1.459048330783844,94.32720057720057,0.605
0.34585296114285785,1.4680964265550887,95.04419191919192,0.595
0.24132846295833588,1.43924765927451,95.45680014430013,0.585
0.21685406068960825,1.4719632523400443,96.56385281385282,0.545
0.19536584119002023,1.3859542523111616,97.1387987012987,0.6175
0.19947385291258493,1.4441917964390345,96.64727633477634,0.6075
0.26766083141167957,1.466052804674421,94.94047619047619,0.575
0.27669820686181384,1.4991532564163208,97.84000721500722,0.5825
0.2089033176501592,1.4490480933870589,96.99449855699856,0.5625
0.22513451178868613,1.4295652934483118,96.57287157287158,0.575
0.11497207482655843,1.4248632277761186,97.14105339105339,0.5875
0.11866456270217896,1.486304189477648,97.95048701298701,0.5475
0.14488047113021216,1.454041600227356,97.26280663780665,0.5875
0.20412422716617584,1.4895474910736084,96.69687950937951,0.5625
0.07671512352923553,1.4216484086854118,98.73511904761904,0.5925
0.09730896167457104,1.4546972683497839,98.57503607503607,0.5825
0.1767361139257749,1.4092180814061845,96.91332972582973,0.6275
0.11592122664054234,1.4703097428594316,98.8343253968254,0.595
0.11990125353137653,1.5851644447871618,98.78472222222223,0.55
0.1209291871637106,1.8148260457175118,97.0283189033189,0.4975
0.1080108309785525,1.482709867613656,98.09929653679654,0.5975
0.1281436930100123,1.4707693542752946,98.04969336219335,0.6
0.10401971886555354,1.5260015896388464,97.38681457431456,0.5875
0.05458104486266772,1.457233224596296,98.00009018759017,0.5825
0.08561133593320847,1.4732523134776525,98.241341991342,0.5875
0.09150335068504016,1.4389974645205907,97.81295093795093,0.595
0.03431555846085151,1.486940392426082,98.1939935064935,0.59
0.05157892592251301,1.462326032774789,98.12409812409813,0.5875
0.10910740122199059,1.436278990336827,97.83549783549783,0.595
0.10945342605312665,1.4841362493378776,97.67090548340548,0.575
0.14667494843403497,1.5000962615013123,97.38681457431456,0.585
0.11233187839388847,1.4740720987319946,96.9629329004329,0.5825
