train_loss_hist,test_loss_hist,train_accuracy_hist,test_accuracy_hist
3.7322338422139487,3.875477041516985,6.24323593073593,0.0175
3.215655962626139,3.286691870008196,18.323863636363637,0.155
2.9273383617401123,3.0330117770603726,28.86904761904762,0.2425
2.473424275716146,2.6969802379608154,43.01046176046176,0.3
2.1430371602376304,2.63165089062282,55.71789321789322,0.3
1.8706395626068115,2.7037393706185475,60.47303391053391,0.2725
1.544317364692688,2.381485870906285,73.54347041847042,0.3925
1.307159423828125,2.2459247623171126,76.90521284271284,0.4075
0.9758402705192566,2.215717281614031,85.77290764790764,0.415
0.8229607741038004,2.204656856400626,89.20003607503607,0.39
0.6482032338778178,2.2453695705958774,90.66107503607505,0.4
0.43258266647656757,2.164370196206229,94.59325396825398,0.45
0.5539542933305105,2.080998250416347,92.95409451659452,0.43
0.3049078981081645,2.018429466656276,94.20093795093794,0.4675
0.24733278652032217,2.1312917981828963,95.90773809523809,0.435
0.25498529771963757,1.9163759435926164,95.7296176046176,0.49
0.2012050747871399,1.9463325568607874,96.2346681096681,0.495
0.18157978604237238,1.9776075567517961,98.25712481962482,0.46
0.16786124557256699,1.9306383984429496,98.5434704184704,0.475
0.14263003319501877,1.9901051691600256,97.24025974025976,0.46
0.15749567498763403,1.947312661579677,98.57052669552668,0.47
0.12725441654523215,1.9535255772726876,98.00009018759017,0.465
0.16474240769942602,2.0821534735815868,97.15007215007215,0.3975
0.1687292754650116,1.982814805848258,96.93362193362195,0.4575
0.12671766678492227,2.0206694773265292,98.8365800865801,0.47
0.0784340463578701,1.9697121722357613,98.86363636363637,0.47
0.13390605400005975,1.9272915806089128,97.0102813852814,0.4825
0.06686094279090564,1.937991636140006,98.69002525252525,0.4575
0.06293619548281033,1.946833883013044,98.0023448773449,0.4675
0.06876996718347073,1.90690359047481,98.5727813852814,0.4525
0.13167656337221464,1.9719984190804618,98.5479797979798,0.4575
0.08268275856971741,1.9645136935370309,97.52886002886002,0.4475
0.07715073600411415,1.9698879207883562,97.57620851370852,0.4475
0.1481351281205813,1.9541364908218384,97.03508297258298,0.47
0.09375210975607236,2.017930797168187,97.69796176046175,0.4625
0.08538645630081494,1.9935807500566756,98.45328282828284,0.46
0.06646360084414482,1.965956790106637,98.07449494949496,0.4675
0.09482807790239652,1.8932538373129708,97.74531024531025,0.475
0.10321809599796931,1.9975652013506209,98.43299062049061,0.4525
0.03289853408932686,1.982893637248448,98.95382395382394,0.485
0.0675773664067189,1.9204237631389074,98.12184343434343,0.4775
0.11677202334006627,1.9094266380582536,97.55591630591631,0.49
0.09369789312283199,2.003916093281337,97.69570707070709,0.47
0.10770905017852783,1.9290986231395177,97.84000721500722,0.4775
0.047373660219212375,1.9382068429674422,97.58071789321791,0.475
0.12651213258504868,1.964489187513079,97.45670995670996,0.4675
0.029515218921005726,2.0701474973133633,98.91098484848486,0.44
0.10523388038078944,2.0733058622905185,97.67316017316017,0.465
0.06880952867989738,1.938614112990243,98.33829365079366,0.4775
0.0782876197869579,1.9796102898461478,98.5254329004329,0.4775
